headline,date
"Tata Motors total domestic sales up 4% to 76,138 units in Dec","January 01, 2024 06:12 PM"
"Auto sales roundup in 2023: Hyundai, MG Motor India posts growth, Maruti Suzuki sees dip and more","January 01, 2024 03:29 PM"
JK Tyre raises Rs 500 crore through QIP,"January 01, 2024 02:18 PM"
TN govt keen on upgrading EV infrastructure  in state: Industries Minister,"December 31, 2023 05:38 PM"
Ola Electric first e-scooter company to get PLI nod,"December 30, 2023 08:20 PM"
"December auto sales preview: Two-wheeler sales expected to surge 30%; Bajaj Auto, TVS likely top performers","December 30, 2023 05:50 PM"
Hyundai Motor India ropes in Deepika Padukone as brand ambassador,"December 29, 2023 05:29 PM"
Top-10 cars that we will get to see in 2024,"December 29, 2023 03:04 PM"
Ten of the safest cars in 2023 according to the Global NCAP,"December 29, 2023 02:37 PM"
First look: Lotus Eletre rolls out in India; prices start at Rs 2.55 crore,"December 29, 2023 02:27 PM"
"Tata Motors, Mahindra betting big on electric SUVs to take on rivals like Tesla","December 29, 2023 10:20 AM"
Tesla Model Y continues to rank among best selling EVs globally: Here's why,"December 27, 2023 04:23 PM"
"Nidec eyeing more plants in India to cater to e-bikes, AC demand","December 27, 2023 01:34 PM"
Global players more willing to source from India than earlier: Wheels India MD,"December 27, 2023 08:43 AM"
"Ola Electric plans to deploy Rs 1,226.43 crore of IPO proceeds on cell production capacity expansion","December 26, 2023 08:53 PM"
"Tata Motors bags order for 1,350 bus chassis from UP State Road Transport Corporation","December 26, 2023 03:05 PM"
"HOP Electric eyes 3-fold rise in sales in 2024, to launch mass market electric bike in FY25","December 25, 2023 01:47 PM"
Automakers brace for moderate sales after record 2023; gear up for more EV launches in 2024,"December 24, 2023 01:27 PM"
Volkswagen India extends service support to flood-hit customers in TN,"December 23, 2023 02:49 PM"
"India expected to see 1 crore EV sales annually by 2030, create 5 crore jobs: Nitin Gadkari","December 23, 2023 12:26 PM"
"Tesla recalls 120,000 vehicles over doors that could unlock in crash","December 23, 2023 08:03 AM"
Maruti Suzuki to set up second JIM in Haryana,"December 22, 2023 11:20 PM"
WhatsApp bus ticket system may start in 2 months: Delhi Transport Minister,"December 22, 2023 01:30 PM"
"Tata Motors to focus more on expanding EV category than on retaining market share, says top official","December 22, 2023 01:25 PM"
Honda recalling about 4.5 million vehicles worldwide over fuel pump issue,"December 22, 2023 07:16 AM"
"Nexzu Mobility plans to set up smart EV park in Gujarat, invest Rs 5,000 crore in 10 years","December 21, 2023 10:23 PM"
Tata Motors inaugurates exclusive Tata.EV stores in Gurugram,"December 21, 2023 08:53 PM"
Ashok Leyland bags order for 552 buses from Tamil Nadu transport entity,"December 21, 2023 12:21 PM"
Ashok Leyland bags order for 552 ULE buses from Tamil Nadu State Transport Corporation,"December 21, 2023 12:09 PM"
"EV charging points, battery-swapping facilities to soon cross 5,000-mark in Delhi: Discoms","December 21, 2023 10:39 AM"
Indian auto component industry logs 13% growth to $36.1 billion in H1FY24,"December 20, 2023 07:55 PM"
"Auto component industry looks to invest $7 billion over next 5 years to expand capacity, upgrade tech","December 20, 2023 03:08 PM"
"Ford rethinks India exit strategy, puts Chennai plant sale on hold","December 20, 2023 11:49 AM"
Delhi govt close to finalising policy for release of impounded overage vehicles,"December 20, 2023 09:21 AM"
Gujarat attracting big investments since its automobile sector took off in 2009,"December 17, 2023 04:01 PM"
"Honda Elevate crosses 20,000 sales mark","December 16, 2023 05:20 PM"
Royal Enfield faces fresh challenge from Harley in India’s biker paradise,"December 16, 2023 03:40 PM"
The Drive Report: Jeep Meridian Overland,"December 15, 2023 10:40 PM"
Tata AutoComp GY Batteries partners with TVS Motor,"December 15, 2023 09:49 PM"
Kia gearing up to roll out its made-for-India EV by 2025,"December 15, 2023 02:16 PM"
Triumph Scrambler 400 X review: A sweet spot between capable competition,"December 15, 2023 12:34 PM"
"Gigacasting will change how you buy, sell and crash a car","December 15, 2023 09:28 AM"
"Hero MotoCorp announces key management changes, additional stake buy in Ather Energy","December 14, 2023 09:06 PM"
"Kia India draws up aggressive biz plan; to jack up production, widen sales network next year","December 14, 2023 06:40 PM"
"Kia India unveils revamped Sonet, deliveries to start by January-March","December 14, 2023 05:00 PM"
"KIA Launches Sonet Facelift: Updates, booking details, and competition revealed","December 14, 2023 01:52 PM"
Tesla’s EV recall is bad for Its autonomous car rivals,"December 14, 2023 10:14 AM"
Tesla recalls over 2 million vehicles to fix defective system that monitors drivers using Autopilot,"December 13, 2023 07:01 PM"
EXCON 2023: Get a sneak peek of what companies are offering at the event,"December 13, 2023 06:04 PM"
JLR strengthens partnership with Tata Communications for digital transformation,"December 13, 2023 05:47 PM"
"JLR opens wait list for electric Range Rover, tests prototypes","December 13, 2023 05:31 PM"
"Mahindra, external investors to infuse Rs 875 cr in Classic Legends","December 13, 2023 03:51 PM"
"Gogoro India unveils its locally built CrossOver e-scooter, lines up hefty investments for battery swapping ecosystem","December 12, 2023 07:47 PM"
Beautiful beast: Kawasaki India unveils the 2024 Ninja ZX-6R,"December 12, 2023 04:49 PM"
EXCON 2023: A look at the top auto candidates lined up for display this year,"December 12, 2023 02:02 PM"
Address drivers' range anxiety over inadequate EV charging networks,"December 12, 2023 10:52 AM"
Tata Motors arm ties up with four charge point operators,"December 11, 2023 10:55 PM"
"Some corrections in retail inventory in Nov, optimistic about Q4 demand: Ashok Leyland's Shenu Agarwal","December 11, 2023 12:37 PM"
Govt mandates AC cabins for truck drivers in landmark auto sector decision: Report,"December 10, 2023 01:41 PM"
Tata Motors to hike prices of commercial vehicles by 3% from Jan 2024,"December 10, 2023 01:13 PM"
"India’s plan for 50,000 E-buses on its roads gets US support","December 10, 2023 01:08 PM"
Tata Motors unveils comprehensive service plan to serve flood-affected customers,"December 09, 2023 11:43 PM"
TVS Motor unveils TVS Apache RTR 160 4V with dual channel ABS at Rs 1.34 lakh,"December 09, 2023 10:08 PM"
"Tata Passenger Electric Mobility, BPCL to partner for setting up EV charging stations","December 08, 2023 06:56 PM"
The Drive Report: 2023 BMW M340i,"December 08, 2023 11:23 AM"
Tata Motors lobbies India not to lower EV import taxes as Tesla looms-sources,"December 07, 2023 07:23 PM"
Ducati to hike prices of select models from January,"December 07, 2023 06:38 PM"
"EV retail sales grow 25.5 pc to 1,52,606 units in November, says FADA","December 07, 2023 06:30 PM"
The 400cc clash: Aprilia RS 457 vs Yamaha YZF-R3 vs KTM RC390 vs Kawasaki Ninja 400 vs TVS Apache RR 310 vs BMW G 310 RR,"December 07, 2023 02:51 PM"
Toyota unveils Urban SUV Concept based on Maruti Suzuki eVX,"December 07, 2023 02:00 PM"
Maruti Suzuki's electric SUV to be manufactured in Gujarat,"December 07, 2023 11:19 AM"
"Lamborghini will continue to invest in synthetic fuels, says APAC head","December 07, 2023 10:49 AM"
"Mahindra & Mahindra to hike prices of passenger, commercial vehicles from Jan 2024","December 06, 2023 07:29 PM"
Hyundai to unveil next-gen Creta globally on January 16: All you need to know,"December 06, 2023 07:20 PM"
Kawasaki to unveil updated W175 retro cruiser on December 8,"December 06, 2023 06:53 PM"
Car makers dangle huge year-end discounts,"December 06, 2023 06:42 PM"
Scania India announces partnership with PPS Motors,"December 06, 2023 04:46 PM"
Ola Electric slashes sales targets ahead of planned IPO,"December 06, 2023 04:27 PM"
"Hero Motocorp, Ather Energy join hands to accelerate EV charging ecosystem in India","December 06, 2023 01:08 PM"
Robust PV and 2W demand puts auto retail sales in fast lane in Nov 2023: FADA,"December 06, 2023 10:24 AM"
"Eicher faces a Himalayan challenge in H2; Hero MotoCorp, Bajaj Auto set to zip fast","December 06, 2023 07:19 AM"
"Log9, TORK Motors join hands to promote interoperable charging infrastructure","December 06, 2023 12:48 AM"
Zevo launches refrigerated EV with Machphy Solutions,"December 05, 2023 06:39 PM"
"Swiggy-backed Rapido enters 4-wheeler cab-hailing segment; will take on Uber, Ola","December 05, 2023 06:04 PM"
EV battery recycling the key to long-term sustainable e-mobility,"December 05, 2023 01:47 PM"
You don’t get ‘Made in USA’ EVs without China,"December 05, 2023 09:47 AM"
Aprilia RS 457 likely to launch at India Bike Week: Will the price be right?,"December 04, 2023 06:51 PM"
Kawasaki India teases Eliminator 450: Full reveal at India Bike Week,"December 04, 2023 03:01 PM"
Kawasaki India teases Eliminator 450: Full reveal at India Bike Week,"December 04, 2023 02:59 PM"
India’s E2W sales surpass 91K units in November as festive cheer continues,"December 04, 2023 01:00 PM"
China’s SAIC is the ultimate winner in MG Motor India deal with JSW Group  ,"December 04, 2023 06:24 AM"
Roving In Style: Cruising through Instagram country in a Range Rover SV Autobiography,"December 02, 2023 08:00 AM"
"Tesla's Cybertruck feels more SUV than pickup, uplifts brand","December 02, 2023 12:16 AM"
Bumper Numbers: Domestic car sales remain in fast lane in November,"December 01, 2023 09:02 PM"
"Will never give company-specific incentives in EV sector, govt official on Tesla's demand","December 01, 2023 05:33 PM"
2024 Kia Sonet facelift set to break cover on December 14,"December 01, 2023 01:09 PM"
2024 Hyundai Creta spotted: May get unique exterior design,"December 01, 2023 11:48 AM"
"Autoworkers strike cut Ford sales by 100,000 vehicles and cost company USD 1.7 billion in profits","November 30, 2023 07:29 PM"
Royal Enfield Shotgun 650 and Super Meteor 650: Are they really different?,"November 30, 2023 06:15 PM"
Tata Power arm to install 12 electric vehicle charging stations across Kanpur,"November 30, 2023 05:56 PM"
Ola launches in-app payment option to riders using UPI-plugin,"November 30, 2023 05:43 PM"
Slideshow: Renault unveils all new Duster,"November 30, 2023 03:44 PM"
New Maserati GranTurismo to launch in India by June 2024 followed by Folgore EV: All you need to know,"November 30, 2023 02:31 PM"
Volkswagen India launches Virtus and Taigun Sound Editions,"November 30, 2023 02:23 PM"
"Tata Tech surges 168%, joins top 7 stocks with highest listing-day returns","November 30, 2023 01:53 PM"
"New Renault Duster Breaks Cover, India Launch in 2025","November 29, 2023 10:49 PM"
"As Tesla, Fisker eye Indian EV pie, analysts upbeat on domestic companies","November 29, 2023 04:06 PM"
Toyota group plans $4.7 billion sale of Denso stake as electric pivot looms,"November 28, 2023 07:21 PM"
"EV makers face tough calls on manufacturing and R&D spends, pricing and production levels ","November 28, 2023 04:50 PM"
Vehicle retail sales soar 19% to 37.93 lakh units during 42-day festive period: FADA,"November 28, 2023 10:43 AM"
"Maruti Suzuki, Mahindra, Audi to hike prices in January; Tata, Merc may follow suit","November 27, 2023 06:48 PM"
There’s never been a better time to buy an electric car,"November 27, 2023 06:00 PM"
Maruti Suzuki to hike prices in January due to increased cost pressure,"November 27, 2023 01:44 PM"
Sodium in batteries: Shift may herald another shakeup,"November 26, 2023 03:45 PM"
TVS Motor plans to expand electric two-wheeler range over next 1 year,"November 26, 2023 02:50 PM"
"China's Huawei, Changan Auto to form joint auto systems venture","November 26, 2023 02:42 PM"
Nissan will invest $1.4 billion to make EV versions of its best-selling cars at UK factory,"November 26, 2023 12:55 PM"
"Toyota expects Indian PV market to carry momentum of 2023 into next year, SUVs to continue to grow","November 26, 2023 10:49 AM"
BLive looking to raise $5 million in next 6 months,"November 25, 2023 09:45 PM"
"Bike taxi drivers write to Delhi LG, say nearly 50,000 riders jobless due to new scheme","November 25, 2023 07:37 PM"
"Tesla ready to invest up to $2 billion to build India factory, but with riders -ET","November 24, 2023 10:57 PM"
Royal Enfield launches Himalayan for initial pricing of Rs 2.69 lakh,"November 24, 2023 09:57 PM"
"Open to the idea of exploring sub-Rs 20 lakh electric car segment: Tarun Garg, COO, HMIL","November 24, 2023 06:43 PM"
"Hero MotoCorp to build 100 premium stores by June-end, says CEO Niranjan Gupta","November 24, 2023 06:27 PM"
Nissan will invest over $1 billion to make EV versions of its best-selling cars in the UK,"November 24, 2023 03:58 PM"
Business in the Week Ahead: November 27 to December 1,"November 24, 2023 03:54 PM"
Ministry of Heavy Industries advocates high-tech localisation for global competitiveness,"November 23, 2023 02:17 PM"
Mahindra XUV.e8 spied testing; Everything we know so far,"November 23, 2023 01:32 PM"
Royal Enfield Himalayan prices to be announced on November 24 at Motoverse 2023,"November 23, 2023 12:47 PM"
"Bajaj Auto aims monthly sales target of 10,000 Triumphs; new products lined up from Dec: CEO Rajiv Bajaj","November 23, 2023 12:42 PM"
"TVS Motor forays into Vietnam, to offer motorcycles and scooters","November 22, 2023 09:59 PM"
Toyota Innova Hycross GX Limited Edition launched at Rs 22.07 lakh: Here’s what’s new,"November 22, 2023 07:48 PM"
"Hyundai Tucson Facelift: All you need to know about the subtle changes outside, big updates inside","November 22, 2023 06:45 PM"
"Tesla, EV peers may have to make it in India to secure policy sops: Sources","November 22, 2023 04:05 PM"
Motul India Unveils Next Level Thrill Advertising Campaign Celebrating the Spirit of Riding,"November 22, 2023 03:38 PM"
Model Y could be the first model Tesla rolls out in India,"November 22, 2023 03:10 PM"
All you need to know about the upcoming 2024 Maruti Suzuki Swift,"November 22, 2023 03:02 PM"
"Bajaj Auto shares at all-time high, CEO aims for CNG two-wheelers by 2025","November 22, 2023 02:32 PM"
Hyundai Ioniq 7 spotted testing in Germany; retains boxy exterior,"November 22, 2023 02:04 PM"
"Tesla's most affordable car for Germany, India likely to be called Model 2","November 22, 2023 02:00 PM"
Hyundai Motor India launches initiative to support people with disability,"November 21, 2023 09:52 PM"
"No impact of geopolitical tensions on Hyundai Motor’s Indian operations, says MD & CEO","November 21, 2023 08:18 PM"
Tata Motors commences sales of commercial vehicles in Thailand,"November 21, 2023 07:50 PM"
"Toyota Kirloskar Motor to invest Rs 3,300 crore in Karnataka, generate 2,000 jobs","November 21, 2023 07:34 PM"
Top 10 best-selling sub-four metre SUVs of October 2023,"November 21, 2023 03:22 PM"
"Upcoming Maruti Suzuki electric SUV, eVX, spotted testing for first time in Gurugram","November 21, 2023 02:22 PM"
Commercial vehicle segment set for growth with expanding economy: VECV MD,"November 20, 2023 10:38 PM"
"Eicher unveils heavy-duty trucks range with an eye on infra, construction projects","November 20, 2023 07:23 PM"
MC Exclusive I Vietnam-based VinFast to enter Indian e-car market by H2 CY2024 amid govt's duty slash plan,"November 20, 2023 02:41 PM"
"Mercedes, Audi see record sales in festive season this year","November 19, 2023 11:37 AM"
Maruti gets shareholders' nod to fully acquire Suzuki Motor Gujarat,"November 18, 2023 08:46 PM"
India can become biggest market for Hyundai globally in near future: HMIL CEO,"November 17, 2023 11:20 PM"
"Isuzu Motors strategically expanding network pan India, says official","November 17, 2023 08:08 PM"
Carmakers witness sales bonanza during this year’s festive period,"November 17, 2023 04:47 PM"
Amazon to sell Hyundai vehicles online starting in 2024,"November 17, 2023 12:43 AM"
TVS Motor joins hands with Emil Frey group to foray into European market,"November 16, 2023 06:21 PM"
"Ashok Leyland betting big on e-LCVs, garners 10,000 orders, says Executive Chairman Dheeraj Hinduja","November 16, 2023 06:13 PM"
SUV sales in India poised to cross 2-million mark in 2023,"November 15, 2023 07:37 PM"
ASK Automotive closes with 10% rally on debut,"November 15, 2023 05:18 PM"
How OLX is reshaping CarTrade Tech’s growth outlook,"November 15, 2023 09:31 AM"
Expect momentum building on demand side moving ahead: Hero MotoCorp,"November 14, 2023 10:44 PM"
Revfin looking to raise Rs 500 crore in 12 months: CEO,"November 14, 2023 10:40 PM"
"Challenge global players to invest in India's EV manufacturing, compete with us: M&M's Anish Shah","November 13, 2023 02:28 PM"
Happy Diwali 2023: Planning to own a car this festive season? Things you should keep in mind,"November 12, 2023 07:32 AM"
"250 Duke: A wild child, and yet a sane motorcycling partner","November 11, 2023 05:30 PM"
The all-new Himalayan 450 marks a technological leap for the Royal Enfield,"November 11, 2023 02:53 PM"
Best-selling cars of October 2023,"November 11, 2023 02:21 PM"
MoRTH proposes inbuilt collision warning signal system for certain four-wheeler categories,"November 11, 2023 12:36 PM"
"M&M continues to log 51,000 SUV bookings per month","November 10, 2023 08:59 PM"
Eicher Motors beats Q2 profit estimates,"November 10, 2023 05:56 PM"
"M&M Q2 Results: Net profit jumps 67% to Rs 3,452 cr on strong SUV sales, beats estimates","November 10, 2023 01:00 PM"
Tesla To Enter India By 2024? Piyush Goyal Likely To Meet Elon Musk In US To Fast-track Process,"November 10, 2023 11:09 AM"
Karnataka govt holds discussions on high-speed corridor between Bengaluru and Mangaluru,"November 09, 2023 11:14 PM"
"Ashok Leyland to invest Rs 1,200 crore in Switch Mobility","November 09, 2023 10:10 PM"
"Moody's upgrades Tata Motors', JLR ratings to Ba3; outlook remains positive","November 09, 2023 07:48 PM"
Ultraviolette F99: Future of electric motorcycles unveiled at EICMA 2023,"November 09, 2023 07:22 PM"
"Lotus Cars makes India debut with Eletre e-SUV, lines up Emira for 2024","November 09, 2023 05:09 PM"
"Lotus drives into India with Eletre e-SUV, price starts at Rs 2.55 crore","November 09, 2023 03:59 PM"
"M&M Q2 preview: Revenue, profit to jump on robust auto sales, tractors a drag","November 09, 2023 03:00 PM"
"BYD is close to overtaking Tesla, but Berkshire Hathaway had once warned it about car business","November 09, 2023 11:00 AM"
Lotus cars set for Indian market entry with Emira and Eletre models,"November 08, 2023 05:21 PM"
"India Energy Storage Alliance ties up with Messe Muenchen India, others for EV Asia Expo 2024","November 08, 2023 05:12 PM"
The Drive Report: 2023 Audi Q8,"November 08, 2023 05:09 PM"
MC Exclusive: Tesla likely to import completely built up EVs from German facility to India,"November 08, 2023 04:11 PM"
Salesforce rolls out Automotive Cloud to deliver enhanced customer experience,"November 08, 2023 10:35 AM"
Strict action to be taken against E2W firms not complying with FAME2 norms: Dr Hanif Qureshi,"November 08, 2023 06:30 AM"
Specs Comparison: Royal Enfield Himalayan 450 vs KTM 390 Adventure vs BMW G 310 GS vs Triumph Scrambler 400 X,"November 07, 2023 04:21 PM"
ASK Automotive to outgrow industry by at least 5%-7%: CMD Kuldip Rathee,"November 07, 2023 03:06 PM"
Royal Enfield unveils maiden e-motorcycle Himalayan 450 at EICMA 2023,"November 07, 2023 02:21 PM"
Toyota’s Sato needs to truly believe in an EV future,"November 07, 2023 10:24 AM"
Tesla may enter India in 2024 as Centre pushes for fast-track entry,"November 07, 2023 10:05 AM"
"Standard Chartered Bank, Tata Motors tie up for financial solutions to EV dealers","November 06, 2023 08:24 PM"
India developers seek to cash in on soaring EV sales with residential chargers,"November 06, 2023 05:28 PM"
Euler Motors raises Rs 120-crore in funding round,"November 06, 2023 03:25 PM"
Bharat Forge reports 52% jump in net profit on higher volumes in core business,"November 06, 2023 01:02 PM"
Passenger vehicle retail sales drop 1.36% in October due to ‘inauspicious’ Shraddh period: FADA,"November 06, 2023 10:20 AM"
Ongoing war will drive up tyre raw material prices: JK Tyre MD Anshuman Singhania,"November 06, 2023 06:00 AM"
Jeep India projects to expand dealership network to 80 by end of 2023,"November 05, 2023 01:20 PM"
Maruti looking to boost production flexibility in line with market demand: Rahul Bharti,"November 05, 2023 11:47 AM"
Hyundai Motor India set for SUVs accounting over 60% of total sales in 2023: COO Tarun Garg,"November 05, 2023 11:02 AM"
Will start building cars from our Sanand 2 plant by Q4 FY24: Tata Motors CFO,"November 03, 2023 06:38 AM"
Triumph launches 2024 Tiger 900 GT and Tiger 900 Rally Pro starting from Rs 13.95 lakh: Take a look,"November 02, 2023 09:47 PM"
"Record sales in sight for 2023, Mercedes-Benz India bullish on 2024 outlook","November 02, 2023 09:02 PM"
BWM M 1000 XR teased again for India: All you need to know,"November 02, 2023 08:16 PM"
"Maruti Suzuki expects 16%-18% growth during festive season, says top official","November 02, 2023 08:01 PM"
Tata Motors to use JLR architecture for Avinya range of EV cars,"November 02, 2023 07:46 PM"
The top five motorcycles to expect over the next two months,"November 02, 2023 06:45 PM"
"Tata Motors drives into the black with Rs 3,764 crore profit in Q2FY24","November 02, 2023 04:12 PM"
"Ashok Leyland sales rise 13% to 16,864 units in October","November 02, 2023 02:15 PM"
"Tata Motors to supply, operate 200 electric buses in Srinagar, Jammu for 12 years","November 02, 2023 12:32 PM"
"ASK Automotive IPO price band at Rs 268-282 per share, to raise Rs 834 crore","November 02, 2023 07:25 AM"
"Wheels India plans wholly-owned arms in US, Europe to tap growth potential","November 01, 2023 06:58 PM"
"Kia India sales up 4.4% at 24,351 units in October","November 01, 2023 06:36 PM"
Vibrant Energy to set up 198 MW wind farm project for Amazon in Maharashtra,"November 01, 2023 06:20 PM"
"TVS Motor Co sales up 21% at 4,34,714 units in Oct","November 01, 2023 06:17 PM"
"Hero MotoCorp Q2 results: Net profit jumps 47% to Rs 1,054 crore, beats estimates","November 01, 2023 05:15 PM"
"Top half of the auto industry is outpacing the bottom half by 2-2.5x, says Rakesh Sharma of Bajaj Auto","November 01, 2023 01:40 PM"
"Domestic car sales hit record high in October ﻿on robust festive demand, SUV launches","November 01, 2023 01:35 PM"
ASK Automotive IPO to open on Nov 7 without any fresh issue component,"November 01, 2023 06:29 AM"
Top 5 cars expected to debut in November 2023,"October 31, 2023 09:54 PM"
Honda launches Transalp 750 in India at Rs 10.99 lakh: Everything you need to know,"October 31, 2023 04:01 PM"
The Drive Report: 2023 Mercedes-Benz A200 Limousine,"October 31, 2023 03:20 PM"
"Porsche to integrate Google Maps, Assistance into future cars","October 30, 2023 07:43 PM"
Tata Motors wins arbitral award of Rs 766 crore plus interest in Singur plant case,"October 30, 2023 05:46 PM"
"TVS Motor Q2 results: Net profit rises 32% to Rs 537 crore, revenue up 13%","October 30, 2023 05:13 PM"
A two-speed electric car market is heading for a crash,"October 30, 2023 11:19 AM"
"VinFast scouting for sites for EV facility in India, visits Tamil Nadu","October 29, 2023 12:40 PM"
Schaeffler India Q3 net profit rises 9% to 235 crore,"October 27, 2023 10:26 PM"
Kawasaki takes us on a ride down memory lane with 40th Anniversary Edition bikes,"October 27, 2023 07:13 PM"
Entry-level PV market indispensable for sustained growth in India: Maruti’s RC Bhargava,"October 27, 2023 06:44 PM"
"BMW drives in the all-new X4 M40i coupe-SUV at Rs 96.20 lakh, ex-showroom","October 27, 2023 04:29 PM"
"Maruti Suzuki Q2 FY24 PAT soars 80.3%, at Rs 3,716.5 crore","October 27, 2023 02:00 PM"
Tesla gets $100 million US ultra-fast charger order from BP EV charging unit,"October 26, 2023 11:20 PM"
"Competition Comm approves re-balancing of existing cross-shareholdings between Renault, Nissan","October 26, 2023 10:00 PM"
Reliance-backed Altigreen rolls out neEV Tez L5 E3W in Delhi,"October 26, 2023 07:34 PM"
"India begins producing 'reference' fuel, joins select league of nations","October 26, 2023 05:00 PM"
Festive season to boost auto sales by 18% across industry: Maruti Suzuki's Shashank Srivastava,"October 26, 2023 09:19 AM"
TVS Motor extends ties with Singapore-based ION Mobility for entry in sports scooter segment in Indonesia,"October 25, 2023 03:23 PM"
"Daewoo to make a comeback in India; to roll out e-bikes, e-cycles, power & energy products","October 25, 2023 02:38 PM"
Japan Mobility Show 2023: China’s BYD takes on Japanese carmakers,"October 25, 2023 12:59 PM"
Multiple green technologies in cars to help meet carbon neutrality targets in India: Toyota,"October 24, 2023 08:13 PM"
"Luxury carmakers on course to hit record 45,000 units in annual sales; post double-digit growth in Jan-Sept 2023","October 24, 2023 07:23 PM"
Ducati unveils the snazzy new Multistrada V4 RS: Take a look,"October 23, 2023 06:42 PM"
"Japan auto show returns, as industry faces EV turning point","October 23, 2023 05:51 PM"
The 2024 Mercedes-Benz E-Class LWB: Luxury and comfort redefined,"October 23, 2023 03:49 PM"
Tata Motors developing new petrol engine to power premium SUV range,"October 22, 2023 12:04 PM"
Win Diesel: Why diesel cars will continue to burn rubber for a while,"October 20, 2023 06:54 PM"
"Samvardhana Motherson announces series of acquisitions in aerospace, health & medical businesses","October 20, 2023 05:22 PM"
"From Nov 1, only electric, CNG, BS-VI diesel buses to be allowed to run between Delhi-NCR cities: CAQM","October 20, 2023 05:21 PM"
India's first Huracán Sterrato: The high-performance supercar that can take you off-road,"October 20, 2023 03:35 PM"
Grand Vitara SUV likely to be Maruti Suzuki’s first model to be equipped with ADAS,"October 20, 2023 01:30 PM"
"Jefferies downgrades Indraprastha Gas, cuts target price after Delhi EV policy","October 20, 2023 08:54 AM"
Top-5 hatchbacks that have the biggest discounts this festive season,"October 19, 2023 05:27 PM"
Mercedes-Benz’s facelifted GLE SUV arrives in India on November 2: All you need to know,"October 19, 2023 03:30 PM"
Delhi govt allows e-bike taxis: All you need to know,"October 19, 2023 03:25 PM"
The Drive Report: 2023 Tata Safari,"October 19, 2023 01:02 PM"
Tata Motors ties up with Amazon to bring Alexa to new range of SUVs,"October 19, 2023 12:17 PM"
"Ford names Galhotra, head of internal combustion engines business, as its chief operating officer","October 18, 2023 11:09 PM"
"Bajaj Auto Q2 net profit rises 20% YoY to Rs 1,836 crore","October 18, 2023 05:10 PM"
The Tata Punch EV is coming; will be re-styled to look more EV-like: Shailesh Chandra,"October 18, 2023 05:10 PM"
Suzuki eyes exporting India-made EVs to Japan as early as 2025 -Nikkei,"October 18, 2023 05:00 PM"
Mercedes-AMG C 43 to launch on November 2: Everything you need to know,"October 18, 2023 03:59 PM"
International Tractors Limited (ITL) launches fast-charging compact e-tractor 'Solis' series,"October 18, 2023 07:34 AM"
Tata Motors rolls out new Safari and Harrier with enhanced safety features,"October 17, 2023 08:05 PM"
"Tata Harrier Facelift Launched in India, Price Starts at Rs 15.49 Lakh","October 17, 2023 08:03 PM"
SUV segment to see intense competition among players: Tata Motors,"October 17, 2023 04:18 PM"
Revamped and ready to roar: Tata Motors launches facelifted Harrier and Safari with stunning upgrades,"October 17, 2023 04:05 PM"
Audi launches S5 Sportback Platinum Edition for festival season; prices start at Rs 81.57 lakh,"October 17, 2023 03:22 PM"
Tata's Harrier and Safari achieve 5-star safety rating in Global NCAP test,"October 17, 2023 03:02 PM"
"Hero MotoCorp sells 1,000 Harley-Davidson X440 within days of delivery commencement","October 17, 2023 10:48 AM"
"Low rural incomes continue to impact sales of entry-level two-wheelers, cars: SIAM president","October 17, 2023 09:58 AM"
PV sales touch all-time high in Q2; UVs account for nearly 60% of volumes,"October 16, 2023 07:53 PM"
OMI foundation launches EV-ready India dashboard for electric mobility insights,"October 16, 2023 07:18 PM"
Israel-Hamas conflict to have no immediate impact on Indian auto industry: SIAM president Vinod Aggarwal,"October 16, 2023 03:35 PM"
"VinFast to expand into Southeast Asia, raise more capital","October 16, 2023 12:45 PM"
"See eventual split in platforms for ICE, electric passenger vehicles: Tata Motors' Martin Uhlarik","October 15, 2023 04:44 PM"
The Drive Report: 2023 Tata Harrier,"October 14, 2023 06:57 PM"
"BMW posts record car sales at 9,580 units in India in Jan-Sep period","October 13, 2023 06:58 PM"
Take a look at the all-new BMW X2 SUV and iX2 EV SUV,"October 13, 2023 11:04 AM"
"SUN Mobility partners Bluwheelz to deploy over 16,000 EVs in 1 year","October 13, 2023 09:42 AM"
What Maruti’s massive capex plan signals,"October 13, 2023 08:37 AM"
What's the connection between the UAW strike in the US and India's auto sector?,"October 13, 2023 08:17 AM"
Hybrid cars optimal solution to scale electrification of vehicles: Toyota,"October 12, 2023 11:55 PM"
Carmakers dole out discount offers to lure entry-level hatch and sedan buyers,"October 12, 2023 08:23 PM"
"The all-new Triumph Scrambler 400X launched at Rs 2.63 lakh, take a look","October 12, 2023 12:07 PM"
EV players seek policy support after GST Council rejects demand to cut tax on lithium-ion batteries,"October 12, 2023 07:00 AM"
Trying to meet festive season demand despite supply chain woes: Mercedes Benz India,"October 11, 2023 09:34 PM"
Maruti Suzuki commences export of Jimny five-door,"October 11, 2023 07:11 PM"
"Maruti Suzuki offering huge discounts up to Rs 68,000 this festive season","October 11, 2023 06:28 PM"
Kawasaki unveils world’s first strong hybrid production motorcycle — Ninja 7 HEV,"October 11, 2023 04:53 PM"
Daimler Truck premieres new eActros 600 in step towards all-electric shift,"October 10, 2023 09:09 PM"
Bullet Proof: The new Royal Enfield Bullet 350 is a pleasure,"October 10, 2023 03:27 PM"
Mahindra Last Mile Mobility gets Rs 300 crore from IFC as first tranche of investment,"October 09, 2023 11:53 PM"
